Point,X,Y,Wavelength,Velocity
1,1.75,224,8.75,5068.
1,1.75,224,9.25,5076.
1,1.75,224,9.75,5052.
1,1.75,224,10.25,4973.
1,1.75,224,10.75,4859.
1,1.75,224,10.75,4859.
1,1.75,224.5,2.25,6332.
1,1.75,224.5,2.75,6353.
1,1.75,224.5,3.25,6344.
1,1.75,224.5,3.75,6268.
1,1.75,224.5,4.25,6276.
1,1.75,224.5,4.75,6321.
1,1.75,224.5,5.25,6236.
1,1.75,224.5,5.75,5321.
1,1.75,224.5,6.25,5322.
1,1.75,224.5,6.75,5319.
1,1.75,224.5,7.25,5223.
1,1.75,224.5,7.75,5126.
1,1.75,224.5,8.25,5084.
1,1.75,224.5,8.75,5070.
1,1.75,224.5,9.25,5037.
1,1.75,224.5,9.75,4961.
1,1.75,224.5,10.25,4860.
1,1.75,224.5,10.75,4771.
1,1.75,224.5,10.75,4771.
1,1.75,225,2.25,6323.
1,1.75,225,2.75,6148.
1,1.75,225,3.25,6469.
1,1.75,225,3.75,6311.
1,1.75,225,4.25,6316.
1,1.75,225,4.75,6326.
1,1.75,225,5.25,6424.
1,1.75,225,5.75,6537.
1,1.75,225,6.25,6141.
1,1.75,225,6.75,5708.
1,1.75,225,7.25,5550.
1,1.75,225,7.75,5499.
1,1.75,225,8.25,5454.
1,1.75,225,8.75,5395.
1,1.75,225,9.25,5320.
1,1.75,225,9.75,5217.
1,1.75,225,10.25,5087.
1,1.75,225,10.75,4979.
1,1.75,225,11.25,4931.
1,1.75,225.5,2.75,6457.
1,1.75,225.5,3.25,6184.
1,1.75,225.5,3.75,5947.
1,1.75,225.5,4.25,6255.
1,1.75,225.5,4.75,6674.
1,1.75,225.5,5.25,6663.
1,1.75,225.5,5.75,6426.
1,1.75,225.5,6.25,4845.
1,1.75,225.5,6.75,4805.
1,1.75,225.5,7.25,4716.
1,1.75,225.5,7.75,4743.
1,1.75,225.5,8.25,4807.
1,1.75,225.5,8.75,4860.
1,1.75,225.5,9.25,4875.
1,1.75,225.5,9.75,4841.
1,1.75,225.5,10.25,4774.
1,1.75,225.5,10.75,4722.
1,1.75,225.5,11.25,4714.
1,1.75,226.5,2.25,5861.
1,1.75,226.5,2.75,5843.
1,1.75,226.5,3.25,6004.
1,1.75,226.5,3.75,6044.
1,1.75,226.5,4.25,5887.
1,1.75,226.5,4.75,5473.
1,1.75,226.5,5.25,5566.
1,1.75,226.5,5.75,5659.
1,1.75,226.5,6.25,5662.
1,1.75,226.5,6.75,5593.
1,1.75,226.5,7.25,5572.
1,1.75,226.5,7.75,5570.
1,1.75,226.5,8.25,5562.
1,1.75,226.5,8.75,5548.
1,1.75,226.5,9.25,5538.
1,1.75,226.5,9.75,5533.
1,1.75,226.5,10.25,5529.
1,1.75,226.5,10.75,5525.
1,1.75,226.5,10.75,5525.
1,1.75,227,2.25,6117.
1,1.75,227,2.75,6114.
1,1.75,227,3.25,6152.
1,1.75,227,3.75,6087.
1,1.75,227,4.25,6100.
1,1.75,227,4.75,6088.
1,1.75,227,5.25,5983.
1,1.75,227,5.75,5888.
1,1.75,227,6.25,5931.
1,1.75,227,6.75,5941.
1,1.75,227,7.25,5898.
1,1.75,227,7.75,5796.
1,1.75,227,8.25,5720.
1,1.75,227,8.75,5714.
1,1.75,227,9.25,5729.
1,1.75,227,9.75,5733.
1,1.75,227,10.25,5703.
1,1.75,227,10.75,5640.
1,1.75,227,11.25,5593.
1,1.75,227.5,2.25,6224.
1,1.75,227.5,2.75,6214.
1,1.75,227.5,3.25,6231.
1,1.75,227.5,3.75,6135.
1,1.75,227.5,4.25,5919.
1,1.75,227.5,4.75,5912.
1,1.75,227.5,5.25,5916.
1,1.75,227.5,5.75,5945.
1,1.75,227.5,6.25,5732.
1,1.75,227.5,6.75,5675.
1,1.75,227.5,7.25,5742.
1,1.75,227.5,7.75,5714.
1,1.75,227.5,8.25,5707.
1,1.75,227.5,8.75,5715.
1,1.75,227.5,9.25,5721.
1,1.75,227.5,9.75,5712.
1,1.75,227.5,10.25,5690.
1,1.75,227.5,10.75,5665.
1,1.75,227.5,11.25,5652.
1,1.75,228,2.25,6351.
1,1.75,228,2.75,6326.
1,1.75,228,3.25,6200.
1,1.75,228,3.75,6231.
1,1.75,228,4.25,6275.
1,1.75,228,4.75,6327.
1,1.75,228,5.25,6308.
1,1.75,228,5.75,5967.
1,1.75,228,6.25,5950.
1,1.75,228,6.75,5894.
1,1.75,228,7.25,5829.
1,1.75,228,7.75,5791.
1,1.75,228,8.25,5771.
1,1.75,228,8.75,5745.
1,1.75,228,9.25,5700.
1,1.75,228,9.75,5648.
1,1.75,228,10.25,5607.
1,1.75,228,10.75,5584.
1,1.75,228,10.75,5584.
1,1.75,228.5,2.25,6304.
1,1.75,228.5,2.75,6295.
1,1.75,228.5,3.25,6316.
1,1.75,228.5,3.75,6268.
1,1.75,228.5,4.25,6438.
1,1.75,228.5,4.75,6725.
1,1.75,228.5,5.25,6547.
1,1.75,228.5,5.75,6210.
1,1.75,228.5,6.25,6048.
1,1.75,228.5,6.75,5933.
1,1.75,228.5,7.25,5918.
1,1.75,228.5,7.75,5905.
1,1.75,228.5,8.25,5911.
1,1.75,228.5,8.75,5927.
1,1.75,228.5,9.25,5937.
1,1.75,228.5,9.75,5923.
1,1.75,228.5,10.25,5885.
1,1.75,228.5,10.75,5826.
1,1.75,228.5,11.25,5783.
1,1.75,229.5,2.75,6050.
1,1.75,229.5,3.25,6101.
1,1.75,229.5,3.75,6039.
1,1.75,229.5,4.25,6152.
1,1.75,229.5,4.75,5903.
1,1.75,229.5,5.25,5924.
1,1.75,229.5,5.75,5811.
1,1.75,229.5,6.25,5722.
1,1.75,229.5,6.75,5642.
1,1.75,229.5,7.25,5542.
1,1.75,229.5,7.75,5406.
1,1.75,229.5,8.25,5327.
1,1.75,229.5,8.75,5321.
1,1.75,229.5,9.25,5345.
1,1.75,229.5,9.75,5378.
1,1.75,229.5,10.25,5412.
1,1.75,229.5,10.75,5440.
1,1.75,229.5,10.75,5440.
1,1.75,230,2.75,6512.
1,1.75,230,3.25,6483.
1,1.75,230,3.75,6365.
1,1.75,230,4.25,6463.
1,1.75,230,4.75,6568.
1,1.75,230,5.25,6066.
1,1.75,230,5.75,5445.
1,1.75,230,6.25,5467.
1,1.75,230,6.75,5468.
1,1.75,230,7.25,5455.
1,1.75,230,7.75,5412.
1,1.75,230,8.25,5353.
1,1.75,230,8.75,5329.
1,1.75,230,9.25,5347.
1,1.75,230,9.75,5383.
1,1.75,230,10.25,5432.
1,1.75,230,10.75,5476.
1,1.75,230,10.75,5476.
1,1.75,230.5,2.25,6633.
1,1.75,230.5,2.75,6468.
1,1.75,230.5,3.25,6421.
1,1.75,230.5,3.75,6448.
1,1.75,230.5,4.25,6498.
1,1.75,230.5,4.75,6615.
1,1.75,230.5,5.25,6710.
1,1.75,230.5,5.75,5254.
1,1.75,230.5,6.25,4979.
1,1.75,230.5,6.75,4647.
1,1.75,230.5,7.25,4880.
1,1.75,230.5,7.75,5215.
1,1.75,230.5,8.25,5211.
1,1.75,230.5,8.75,4923.
1,1.75,230.5,9.25,4979.
1,1.75,230.5,9.75,5103.
1,1.75,230.5,10.25,5221.
1,1.75,230.5,10.75,5333.
1,1.75,230.5,11.25,5425.
1,1.75,230.5,11.25,5425.
1,1.75,231,2.75,6545.
1,1.75,231,3.25,6491.
1,1.75,231,3.75,6416.
1,1.75,231,4.25,6511.
1,1.75,231,4.75,6650.
1,1.75,231,5.25,6801.
1,1.75,231,5.75,5699.
1,1.75,231,6.25,5614.
1,1.75,231,6.75,5640.
1,1.75,231,7.25,5707.
1,1.75,231,7.75,5197.
1,1.75,231,8.25,5108.
1,1.75,231,8.75,5082.
1,1.75,231,9.25,5064.
1,1.75,231,9.75,5026.
1,1.75,231,10.25,4957.
1,1.75,231,10.75,4889.
1,1.75,231,11.25,4856.
1,1.75,231,11.25,4856.
1,1.75,232,3.25,6809.
1,1.75,232,3.75,6984.
1,1.75,232,4.25,6581.
1,1.75,232,4.75,5906.
1,1.75,232,5.25,6071.
1,1.75,232,5.75,6518.
1,1.75,232,6.25,6952.
1,1.75,232,6.75,7256.
1,1.75,232,7.25,7231.
1,1.75,232,7.75,6760.
1,1.75,232,8.25,6162.
1,1.75,232,8.75,5790.
1,1.75,232,9.25,5569.
1,1.75,232,9.75,5122.
1,1.75,232,10.25,4657.
1,1.75,232,10.75,4477.
1,1.75,232,10.75,4477.
1,1.75,232.5,2.25,6379.
1,1.75,232.5,2.75,6262.
1,1.75,232.5,3.25,6299.
1,1.75,232.5,3.75,6384.
1,1.75,232.5,4.25,6158.
1,1.75,232.5,4.75,5970.
1,1.75,232.5,5.25,5941.
1,1.75,232.5,5.75,5892.
1,1.75,232.5,6.25,5909.
1,1.75,232.5,6.75,5885.
1,1.75,232.5,7.25,5843.
1,1.75,232.5,7.75,5796.
1,1.75,232.5,8.25,5745.
1,1.75,232.5,8.75,5711.
1,1.75,232.5,9.25,5678.
1,1.75,232.5,9.75,5608.
1,1.75,232.5,10.25,5522.
1,1.75,232.5,10.75,5482.
1,1.75,232.5,10.75,5482.
1,1.75,233,2.25,6330.
1,1.75,233,2.75,6403.
1,1.75,233,3.25,6356.
1,1.75,233,3.75,6284.
1,1.75,233,4.25,6296.
1,1.75,233,4.75,6466.
1,1.75,233,5.25,6360.
1,1.75,233,5.75,6171.
1,1.75,233,6.25,6046.
1,1.75,233,6.75,5925.
1,1.75,233,7.25,5798.
1,1.75,233,7.75,5718.
1,1.75,233,8.25,5690.
1,1.75,233,8.75,5687.
1,1.75,233,9.25,5685.
1,1.75,233,9.75,5672.
1,1.75,233,10.25,5642.
1,1.75,233,10.75,5602.
1,1.75,233,11.25,5565.
1,1.75,233,11.25,5565.
1,1.75,233.5,2.25,6753.
1,1.75,233.5,2.75,6765.
1,1.75,233.5,3.25,6665.
1,1.75,233.5,3.75,6650.
1,1.75,233.5,4.25,6698.
1,1.75,233.5,4.75,6714.
1,1.75,233.5,5.25,6836.
1,1.75,233.5,5.75,7022.
1,1.75,233.5,6.25,5695.
1,1.75,233.5,6.75,5712.
1,1.75,233.5,7.25,5731.
1,1.75,233.5,7.75,5746.
1,1.75,233.5,8.25,5741.
1,1.75,233.5,8.75,5715.
1,1.75,233.5,9.25,5690.
1,1.75,233.5,9.75,5682.
1,1.75,233.5,10.25,5695.
1,1.75,233.5,10.75,5718.
1,1.75,233.5,10.75,5718.
1,1.75,234.5,2.25,6583.
1,1.75,234.5,2.75,6560.
1,1.75,234.5,3.25,6513.
1,1.75,234.5,3.75,6523.
1,1.75,234.5,4.25,6456.
1,1.75,234.5,4.75,6296.
1,1.75,234.5,5.25,5974.
1,1.75,234.5,6.75,6375.
1,1.75,234.5,7.25,6167.
1,1.75,234.5,7.75,5977.
1,1.75,234.5,8.25,5914.
1,1.75,234.5,8.75,5880.
1,1.75,234.5,9.25,5847.
1,1.75,234.5,9.75,5792.
1,1.75,234.5,10.25,5725.
1,1.75,234.5,10.75,5672.
1,1.75,234.5,11.25,5645.
1,1.75,235.5,2.25,6407.
1,1.75,235.5,2.75,6208.
1,1.75,235.5,3.25,6316.
1,1.75,235.5,3.75,6172.
1,1.75,235.5,4.25,6179.
1,1.75,235.5,4.75,6171.
1,1.75,235.5,5.25,6043.
1,1.75,235.5,5.75,5946.
1,1.75,235.5,6.25,6027.
1,1.75,235.5,6.75,6114.
1,1.75,235.5,7.25,6046.
1,1.75,235.5,7.75,5828.
1,1.75,235.5,8.25,5841.
1,1.75,235.5,8.75,5920.
1,1.75,235.5,9.25,5993.
1,1.75,235.5,9.75,6070.
1,1.75,235.5,10.25,6121.
1,1.75,235.5,10.75,6131.
1,1.75,235.5,11.25,6114.
1,1.75,235.5,11.25,6114.
1,1.75,236,2.25,6658.
1,1.75,236,2.75,6756.
1,1.75,236,3.25,6493.
1,1.75,236,3.75,5926.
1,1.75,236,4.25,5855.
1,1.75,236,4.75,5995.
1,1.75,236,5.25,6100.
1,1.75,236,5.75,6227.
1,1.75,236,6.25,6202.
1,1.75,236,6.75,5622.
1,1.75,236,7.25,5029.
1,1.75,236,7.75,5042.
1,1.75,236,8.25,5138.
1,1.75,236,8.75,5236.
1,1.75,236,9.25,5324.
1,1.75,236,9.75,5397.
1,1.75,236,10.25,5450.
1,1.75,236,10.75,5493.
1,1.75,236,10.75,5493.
1,1.75,236.5,2.25,6484.
1,1.75,236.5,2.75,6386.
1,1.75,236.5,3.25,6201.
1,1.75,236.5,3.75,6243.
1,1.75,236.5,4.25,6391.
1,1.75,236.5,4.75,6541.
1,1.75,236.5,5.25,5095.
1,1.75,236.5,5.75,5122.
1,1.75,236.5,6.25,5176.
1,1.75,236.5,6.75,5182.
1,1.75,236.5,7.25,5167.
1,1.75,236.5,7.75,5188.
1,1.75,236.5,8.25,5236.
1,1.75,236.5,8.75,5293.
1,1.75,236.5,9.25,5331.
1,1.75,236.5,9.75,5346.
1,1.75,236.5,10.25,5338.
1,1.75,236.5,10.75,5318.
1,1.75,236.5,10.75,5318.
1,1.75,237,2.25,6655.
1,1.75,237,2.75,6753.
1,1.75,237,3.25,6611.
1,1.75,237,3.75,6598.
1,1.75,237,4.25,6592.
1,1.75,237,4.75,6520.
1,1.75,237,5.25,6107.
1,1.75,237,5.75,5902.
1,1.75,237,6.25,5801.
1,1.75,237,6.75,5857.
1,1.75,237,7.25,5883.
1,1.75,237,7.75,5873.
1,1.75,237,8.25,5861.
1,1.75,237,8.75,5863.
1,1.75,237,9.25,5865.
1,1.75,237,9.75,5848.
1,1.75,237,10.25,5807.
1,1.75,237,10.75,5749.
1,1.75,237,11.25,5711.
1,1.75,237.5,2.75,6645.
1,1.75,237.5,3.25,6497.
1,1.75,237.5,3.75,6474.
1,1.75,237.5,4.25,6537.
1,1.75,237.5,4.75,6596.
1,1.75,237.5,5.25,6550.
1,1.75,237.5,5.75,6427.
1,1.75,237.5,6.25,6113.
1,1.75,237.5,6.75,5896.
1,1.75,237.5,7.25,5781.
1,1.75,237.5,7.75,5752.
1,1.75,237.5,8.25,5751.
1,1.75,237.5,8.75,5692.
1,1.75,237.5,9.25,5627.
1,1.75,237.5,9.75,5589.
1,1.75,237.5,10.25,5579.
1,1.75,237.5,10.75,5586.
1,1.75,237.5,10.75,5586.
1,1.75,238.5,2.25,6524.
1,1.75,238.5,2.75,6457.
1,1.75,238.5,3.25,6448.
1,1.75,238.5,3.75,6365.
1,1.75,238.5,4.25,6192.
1,1.75,238.5,4.75,6087.
1,1.75,238.5,5.25,6102.
1,1.75,238.5,5.75,5993.
1,1.75,238.5,6.25,6054.
1,1.75,238.5,6.75,6105.
1,1.75,238.5,7.25,6054.
1,1.75,238.5,7.75,6049.
1,1.75,238.5,8.25,6024.
1,1.75,238.5,8.75,5895.
1,1.75,238.5,9.25,5778.
1,1.75,238.5,9.75,5733.
1,1.75,238.5,10.25,5693.
1,1.75,238.5,10.75,5630.
1,1.75,238.5,11.25,5583.
1,1.75,239,2.25,6858.
1,1.75,239,2.75,6700.
1,1.75,239,3.25,6574.
1,1.75,239,3.75,6349.
1,1.75,239,4.25,6214.
1,1.75,239,4.75,6071.
1,1.75,239,5.25,5987.
1,1.75,239,5.75,5956.
1,1.75,239,6.25,5890.
1,1.75,239,6.75,5838.
1,1.75,239,7.25,5814.
1,1.75,239,7.75,5802.
1,1.75,239,8.25,5785.
1,1.75,239,8.75,5754.
1,1.75,239,9.25,5719.
1,1.75,239,9.75,5691.
1,1.75,239,10.25,5670.
1,1.75,239,10.75,5649.
1,1.75,239,10.75,5649.
1,1.75,239.5,2.25,6288.
1,1.75,239.5,2.75,6460.
1,1.75,239.5,3.25,6425.
1,1.75,239.5,3.75,6220.
1,1.75,239.5,4.25,6462.
1,1.75,239.5,4.75,6323.
1,1.75,239.5,5.25,6113.
1,1.75,239.5,5.75,6002.
1,1.75,239.5,6.25,5926.
1,1.75,239.5,6.75,5839.
1,1.75,239.5,7.25,5759.
1,1.75,239.5,7.75,5696.
1,1.75,239.5,8.25,5655.
1,1.75,239.5,8.75,5633.
1,1.75,239.5,9.25,5625.
1,1.75,239.5,9.75,5615.
1,1.75,239.5,10.25,5599.
1,1.75,239.5,10.75,5581.
1,1.75,239.5,11.25,5568.
1,1.75,240,2.25,6592.
1,1.75,240,2.75,6601.
1,1.75,240,3.25,6429.
1,1.75,240,3.75,6447.
1,1.75,240,4.25,6485.
1,1.75,240,4.75,6407.
1,1.75,240,5.25,6306.
1,1.75,240,5.75,6092.
1,1.75,240,6.25,5923.
1,1.75,240,6.75,5874.
1,1.75,240,7.25,5805.
1,1.75,240,7.75,5772.
1,1.75,240,8.25,5769.
1,1.75,240,8.75,5760.
1,1.75,240,9.25,5727.
1,1.75,240,9.75,5680.
1,1.75,240,10.25,5636.
1,1.75,240,10.75,5604.
1,1.75,240,11.25,5589.
1,1.75,240.5,2.25,6424.
1,1.75,240.5,2.75,6440.
1,1.75,240.5,3.25,6349.
1,1.75,240.5,3.75,6292.
1,1.75,240.5,4.25,6345.
1,1.75,240.5,4.75,6433.
1,1.75,240.5,5.25,6336.
1,1.75,240.5,5.75,6336.
1,1.75,240.5,6.25,6467.
1,1.75,240.5,6.75,5483.
1,1.75,240.5,7.25,5340.
1,1.75,240.5,7.75,5250.
1,1.75,240.5,8.25,5261.
1,1.75,240.5,8.75,5278.
1,1.75,240.5,9.25,5261.
1,1.75,240.5,9.75,5193.
1,1.75,240.5,10.25,5126.
1,1.75,240.5,10.75,5104.
1,1.75,240.5,10.75,5104.
1,1.75,241,2.75,6168.
1,1.75,241,3.25,6518.
1,1.75,241,3.75,5965.
1,1.75,241,4.25,5830.
1,1.75,241,4.75,6032.
1,1.75,241,5.25,6131.
1,1.75,241,5.75,6184.
1,1.75,241,6.25,6194.
1,1.75,241,6.75,6265.
1,1.75,241,7.25,5940.
1,1.75,241,7.75,5489.
1,1.75,241,8.25,5520.
1,1.75,241,8.75,5524.
1,1.75,241,9.25,5501.
1,1.75,241,9.75,5492.
1,1.75,241,10.25,5471.
1,1.75,241,10.75,5416.
1,1.75,241,11.25,5359.
1,1.75,241,11.25,5359.
1,1.75,241.5,2.25,6141.
1,1.75,241.5,2.75,6285.
1,1.75,241.5,3.25,6379.
1,1.75,241.5,3.75,6341.
1,1.75,241.5,4.25,6274.
1,1.75,241.5,4.75,6079.
1,1.75,241.5,5.25,5658.
1,1.75,241.5,5.75,5333.
1,1.75,241.5,6.25,5446.
1,1.75,241.5,6.75,5542.
1,1.75,241.5,7.25,5595.
1,1.75,241.5,7.75,5637.
1,1.75,241.5,8.25,5676.
1,1.75,241.5,8.75,5694.
1,1.75,241.5,9.25,5681.
1,1.75,241.5,9.75,5633.
1,1.75,241.5,10.25,5558.
1,1.75,241.5,10.75,5494.
1,1.75,241.5,11.25,5460.
1,1.75,242,2.25,6187.
1,1.75,242,2.75,6269.
1,1.75,242,3.25,6260.
1,1.75,242,3.75,6063.
1,1.75,242,4.25,6162.
1,1.75,242,4.75,6062.
1,1.75,242,5.25,5943.
1,1.75,242,5.75,5897.
1,1.75,242,6.25,5791.
1,1.75,242,6.75,5725.
1,1.75,242,7.25,5720.
1,1.75,242,7.75,5722.
1,1.75,242,8.25,5709.
1,1.75,242,8.75,5684.
1,1.75,242,9.25,5664.
1,1.75,242,9.75,5656.
1,1.75,242,10.25,5652.
1,1.75,242,10.75,5642.
1,1.75,242,10.75,5642.
1,1.75,243,2.25,6415.
1,1.75,243,2.75,6408.
1,1.75,243,3.25,6321.
1,1.75,243,3.75,6453.
1,1.75,243,4.25,6606.
1,1.75,243,4.75,6497.
1,1.75,243,5.25,6350.
1,1.75,243,5.75,6310.
1,1.75,243,6.25,6490.
1,1.75,243,6.75,6339.
1,1.75,243,7.25,6099.
1,1.75,243,7.75,6053.
1,1.75,243,8.25,6013.
1,1.75,243,8.75,6012.
1,1.75,243,9.25,6029.
1,1.75,243,9.75,6029.
1,1.75,243,10.25,5985.
1,1.75,243,10.75,5926.
1,1.75,243,10.75,5926.
1,1.75,243.5,2.25,6123.
1,1.75,243.5,2.75,6377.
1,1.75,243.5,3.25,6284.
1,1.75,243.5,3.75,6336.
1,1.75,243.5,4.25,6673.
1,1.75,243.5,4.75,6461.
1,1.75,243.5,5.25,6029.
1,1.75,243.5,5.75,5645.
1,1.75,243.5,6.25,5403.
1,1.75,243.5,6.75,5344.
1,1.75,243.5,7.25,5333.
1,1.75,243.5,7.75,5318.
1,1.75,243.5,8.25,5268.
1,1.75,243.5,8.75,5200.
1,1.75,243.5,9.25,5139.
1,1.75,243.5,9.75,5074.
1,1.75,243.5,10.25,5010.
1,1.75,243.5,10.75,4948.
1,1.75,243.5,10.75,4948.
1,1.75,244,2.25,6714.
1,1.75,244,2.75,6513.
1,1.75,244,3.25,6355.
1,1.75,244,3.75,6106.
1,1.75,244,4.25,6307.
1,1.75,244,4.75,6306.
1,1.75,244,5.25,6349.
1,1.75,244,5.75,6420.
1,1.75,244,6.25,5428.
1,1.75,244,6.75,5537.
1,1.75,244,7.25,5615.
1,1.75,244,7.75,5590.
1,1.75,244,8.25,5480.
1,1.75,244,8.75,5357.
1,1.75,244,9.25,5286.
1,1.75,244,9.75,5247.
1,1.75,244,10.25,5214.
1,1.75,244,10.75,5184.
1,1.75,244,10.75,5184.
1,1.75,244.5,2.25,6116.
1,1.75,244.5,2.75,6159.
1,1.75,244.5,3.25,6010.
1,1.75,244.5,3.75,6066.
1,1.75,244.5,4.25,6040.
1,1.75,244.5,4.75,6012.
1,1.75,244.5,5.25,5929.
1,1.75,244.5,5.75,5926.
1,1.75,244.5,6.25,5611.
1,1.75,244.5,6.75,5143.
1,1.75,244.5,7.25,5208.
1,1.75,244.5,7.75,5269.
1,1.75,244.5,8.25,5302.
1,1.75,244.5,8.75,5330.
1,1.75,244.5,9.25,5365.
1,1.75,244.5,9.75,5403.
1,1.75,244.5,10.25,5439.
1,1.75,244.5,10.75,5464.
1,1.75,244.5,10.75,5464.
1,1.75,245,3.75,6357.
1,1.75,245,4.25,6345.
1,1.75,245,4.75,6349.
1,1.75,245,5.25,6018.
1,1.75,245,5.75,5351.
1,1.75,245,6.25,5125.
1,1.75,245,6.75,5156.
1,1.75,245,7.25,5155.
1,1.75,245,7.75,5206.
1,1.75,245,8.25,5288.
1,1.75,245,8.75,5381.
1,1.75,245,9.25,5450.
1,1.75,245,9.75,5484.
1,1.75,245,10.25,5505.
1,1.75,245,10.75,5515.
1,1.75,245,10.75,5515.
1,1.75,245.5,3.25,6317.
1,1.75,245.5,3.75,6235.
1,1.75,245.5,4.25,6144.
1,1.75,245.5,4.75,5966.
1,1.75,245.5,5.25,6145.
1,1.75,245.5,5.75,6109.
1,1.75,245.5,6.25,6025.
1,1.75,245.5,6.75,5923.
1,1.75,245.5,7.25,5775.
1,1.75,245.5,7.75,5731.
1,1.75,245.5,8.25,5746.
1,1.75,245.5,8.75,5765.
1,1.75,245.5,9.25,5758.
1,1.75,245.5,9.75,5715.
1,1.75,245.5,10.25,5643.
1,1.75,245.5,10.75,5570.
1,1.75,245.5,11.25,5528.
1,1.75,246,2.75,6161.
1,1.75,246,3.25,6424.
1,1.75,246,3.75,6388.
1,1.75,246,4.25,6672.
1,1.75,246,4.75,7009.
1,1.75,246,5.25,7067.
1,1.75,246,5.75,6868.
1,1.75,246,6.25,6452.
1,1.75,246,6.75,6454.
1,1.75,246,7.25,6037.
1,1.75,246,7.75,5869.
1,1.75,246,8.25,5785.
1,1.75,246,8.75,5831.
1,1.75,246,9.25,5891.
1,1.75,246,9.75,5980.
1,1.75,246,10.25,6098.
1,1.75,246,10.75,6203.
1,1.75,246,11.25,6233.
1,1.75,246,11.25,6233.
1,1.75,246.5,2.25,6012.
1,1.75,246.5,2.75,6239.
1,1.75,246.5,3.25,6203.
1,1.75,246.5,3.75,6189.
1,1.75,246.5,4.25,6312.
1,1.75,246.5,4.75,5981.
1,1.75,246.5,5.25,5711.
1,1.75,246.5,5.75,5488.
1,1.75,246.5,6.25,5334.
1,1.75,246.5,6.75,5368.
1,1.75,246.5,7.25,5409.
1,1.75,246.5,7.75,5445.
1,1.75,246.5,8.25,5481.
1,1.75,246.5,8.75,5506.
1,1.75,246.5,9.25,5510.
1,1.75,246.5,9.75,5492.
1,1.75,246.5,10.25,5464.
1,1.75,246.5,10.75,5449.
1,1.75,246.5,10.75,5449.
2,2.75,0,2.25,6422.
2,2.75,0,2.75,6440.
2,2.75,0,3.25,6380.
2,2.75,0,3.75,6276.
2,2.75,0,4.25,6036.
2,2.75,0,4.75,5611.
2,2.75,0,5.25,5427.
2,2.75,0,5.75,5400.
2,2.75,0,6.25,5466.
2,2.75,0,6.75,5426.
2,2.75,0,7.25,5076.
2,2.75,0,7.75,4939.
2,2.75,0,8.25,4907.
2,2.75,0,8.75,4938.
2,2.75,0,9.25,5005.
2,2.75,0,9.75,5076.
2,2.75,0,10.25,5167.
2,2.75,0,10.75,5245.
2,2.75,0.5,2.25,6517.
2,2.75,0.5,2.75,6849.
2,2.75,0.5,3.25,6827.
2,2.75,0.5,3.75,6414.
2,2.75,0.5,4.25,6311.
2,2.75,0.5,4.75,6201.
2,2.75,0.5,5.25,6030.
2,2.75,0.5,5.75,6120.
2,2.75,0.5,6.25,6096.
2,2.75,0.5,6.75,6111.
2,2.75,0.5,7.25,6183.
2,2.75,0.5,7.75,6209.
2,2.75,0.5,8.25,6147.
2,2.75,0.5,8.75,6108.
2,2.75,0.5,9.25,6152.
2,2.75,0.5,9.75,6227.
2,2.75,0.5,10.25,6322.
2,2.75,0.5,10.75,6405.
2,2.75,0.5,11.25,6451.
2,2.75,1,3.75,7046.
2,2.75,1,4.25,6599.
2,2.75,1,4.75,6299.
2,2.75,1,5.25,6228.
2,2.75,1,5.75,6199.
2,2.75,1,6.25,6203.
2,2.75,1,6.75,6171.
2,2.75,1,7.25,6087.
2,2.75,1,7.75,6045.
2,2.75,1,8.25,6070.
2,2.75,1,8.75,6125.
2,2.75,1,9.25,6211.
2,2.75,1,9.75,6298.
2,2.75,1,10.25,6382.
2,2.75,1,10.75,6482.
2,2.75,1,10.75,6482.
2,2.75,2,2.25,6522.
2,2.75,2,2.75,6973.
2,2.75,2,3.25,7521.
2,2.75,2,3.75,6827.
2,2.75,2,4.25,6307.
2,2.75,2,4.75,6366.
2,2.75,2,5.25,6443.
2,2.75,2,5.75,6569.
2,2.75,2,6.25,6624.
2,2.75,2,6.75,6615.
2,2.75,2,7.25,6603.
2,2.75,2,7.75,6622.
2,2.75,2,8.25,6671.
2,2.75,2,8.75,6743.
2,2.75,2,9.25,6821.
2,2.75,2,9.75,6888.
2,2.75,2,10.25,6936.
2,2.75,2,10.75,6961.
2,2.75,2,10.75,6961.
2,2.75,2.5,2.25,6402.
2,2.75,2.5,2.75,6403.
2,2.75,2.5,3.25,6163.
2,2.75,2.5,3.75,6041.
2,2.75,2.5,4.25,5922.
2,2.75,2.5,4.75,5703.
2,2.75,2.5,5.25,5723.
2,2.75,2.5,5.75,5777.
2,2.75,2.5,6.25,5809.
2,2.75,2.5,6.75,5845.
2,2.75,2.5,7.25,5898.
2,2.75,2.5,7.75,5962.
2,2.75,2.5,8.25,6008.
2,2.75,2.5,8.75,6032.
2,2.75,2.5,9.25,6025.
2,2.75,2.5,9.75,5989.
2,2.75,2.5,10.25,5946.
2,2.75,2.5,10.75,5900.
2,2.75,2.5,11.25,5830.
2,2.75,2.5,11.75,5768.
2,2.75,3,2.75,6495.
2,2.75,3,3.25,6432.
2,2.75,3,3.75,6312.
2,2.75,3,4.25,6192.
2,2.75,3,4.75,6236.
2,2.75,3,5.25,6224.
2,2.75,3,5.75,6271.
2,2.75,3,6.25,6348.
2,2.75,3,6.75,6268.
